#,建築物名稱,建築物概要,認可版本,認可等級,rank,有效期間,valid,認可類別,設計人,行政區,ditrict,地號,建築物使用類別,longtitude,latitude
511,大台北華城莫札特社區南區(第16區),地下1層，地上3層鋼筋混凝土構造住宿類建築,2009年版,合格級,1,2023年6月14日,0,標示,元宏聯合建築師事務所,新北市,新店區,新北市新店區華城二段60-76地號等2筆住宿類建築,住宿類建築,121.505602,24.933485
512,大台北華城莫札特社區南區(第17區),地下1層，地上3層鋼筋混凝土構造住宿類建築,2009年版,合格級,1,2023年6月14日,0,標示,元宏聯合建築師事務所,新北市,新店區,新北市新店區華城二段60-71地號等4筆住宿類建築,住宿類建築,121.505972,24.934189
513,大台北華城莫札特社區南區(第18區),地下1層，地上3層鋼筋混凝土構造住宿類建築,2009年版,合格級,1,2023年6月14日,0,標示,元宏聯合建築師事務所,新北市,新店區,新北市新店區華城二段60-63、60-64、60-68地號等19筆住宿類建築,住宿類建築,121.505676,24.933213
514,大台北華城莫札特社區南區(第15區),地下1層，地上2層鋼筋混凝土構造住宿類建築,2009年版,合格級,1,2023年6月13日,0,標示,元宏聯合建築師事務所,新北市,新店區,新北市新店區華城二段60-79地號等2筆住宿類建築,住宿類建築,121.505479,24.933098
516,景裕建設新店區中央段二期集合住宅新建工程,地下3層，地上13層鋼筋混凝土構造辦公廳及住宿類建築,2012年版EEWH-RS,銀級,3,2023年6月4日,0,標示,呂建勳建築師事務所,新北市,新店區,新北市新店區中央段1011地號等5筆辦公廳及住宿類建築,住宿類建築,121.527909,24.974734
517,協和建設淡水馬偕段224地號集合住宅大樓新建工程,地下2層，地上7層鋼筋混凝土構造住宿類建築,2012年版EEWH-RS,銀級,3,2023年5月17日,0,標示,閤康聯合建築師事務所,新北市,淡水區,新北市淡水區馬偕段224地號等1筆住宿類建築,住宿類建築,121.462231,25.140181
518,"中德建設大豐造紙廠舊址商業C區店鋪,一般事務所,集合住宅拾伍層新建工程",地下5層，地上15層鋼筋混凝土構造辦公廳及住宿類建築,2012年版EEWH-BC,銀級,3,2023年5月16日,0,標示,秦境建築師事務所,新北市,新莊區,新北市新莊區新豐段1地號等1筆辦公廳及住宿類建築,辦公廳類建築,121.432784,25.000194
519,新北市政府交通局竹圍立體停車場新建工程,地下1層，地上9層鋼筋混凝土構造大型空間類建築,2012年版EEWH-BC,合格級,1,2023年5月16日,0,標示,張弘鼎建築師事務所,新北市,淡水區,新北市淡水區飛歌段736地號等7筆大型空間類建築,大型空間類建築,121.461614,25.138075
520,雅璞建設中和區景平路住宅新建工程,地下3層，地上15層鋼筋混凝土構造住宿類建築,2012年版EEWH-RS,銀級,3,2023年5月13日,0,標示,李祖廉建築師事務所,新北市,中和區,新北市中和區秀峰段281地號等1筆住宿類建築,住宿類建築,121.516546,24.991813
521,新北市秀朗派出所及青年社會住宅新建工程,地下2層，地上9層鋼筋混凝土構造辦公廳及住宿類建築,2012年版EEWH-RS,黃金級,4,2023年4月25日,0,標示,柳輝洲建築師事務所,新北市,永和區,新北市永和區永利段126 地號等1筆辦公廳及住宿類建築,住宿類建築,121.521202,25.003833
522,新北市永和區永平段393地號集合住宅新建工程,地下1層，地上11層鋼筋混凝土構造住宿類建築,2012年版EEWH-RS,銀級,3,2023年4月19日,0,標示,歐金定建築師事務所,新北市,永和區,新北市永和區永平段393地號等1筆住宿類建築,住宿類建築,121.510052,25.010303
523,森原建設淡水區沙崙段588地號等2筆土地新建工程,地下4層，地上29層鋼筋混凝土構造住宿、辦公廳及旅館餐飲建築,2009年版,銀級,3,2023年4月16日,0,標示,李兆嘉建築師事務所,新北市,淡水區,新北市淡水區沙崙段588地號等2筆住宿、辦公廳及旅館餐飲建築,住宿類建築,121.419967,25.182443
524,新北市淡水區水仙段206地號等1筆集合住宅新建工程,地下3層，地上29層鋼骨鋼筋混凝土構造住宿類建築,2009年版,銀級,3,2023年3月30日,0,標示,許義明建築師事務所,新北市,淡水區,新北市淡水區水仙段206地號等1筆住宿類建築,住宿類建築,121.461319,25.152483
525,東煒三重重新段壹小段53地號住宅案新建工程,地下4層，地上26層鋼骨鋼筋混凝土構造住宿類建築,2009年版,銀級,3,2023年3月20日,0,標示,邱垂睿建築師事務所,新北市,三重區,新北市三重區重新段壹小段53地號等1筆住宿類建築,住宿類建築,121.488257,25.053551
526,福璽建設新北市中和區大同段集合住宅新建工程,地下4層，地上15層鋼筋混凝土構造住宿類建築,2009年版,銀級,3,2023年3月20日,0,標示,黃翔龍建築師事務所,新北市,中和區,新北市中和區大同段399地號等1筆住宿類建築,住宿類建築,121.500612,24.994422
527,衛生福利部食品藥物管理署管制藥品製藥工廠廠房新建暨整建工程,地下2層，地上7層鋼筋混凝土構造大型空間類建築,2012年版EEWH-GF,銅級,2,2023年3月18日,0,標示,啟達聯合建築師事務所,新北市,三峽區,新北市三峽區中園段534-1地號等2筆大型空間類建築,大型空間類建築,121.365635,24.924517
528,宏普建設副都心新建工程,地下4層，地上24層鋼骨鋼筋混凝土構造、鋼筋混凝土構造辦公廳及旅館餐飲類建築,2009年版,銀級,3,2023年3月14日,0,標示,陳克聚建築師事務所,新北市,新莊區,新北市新莊區副都心段一小段289地號等1筆辦公廳及旅館餐飲類建築,辦公廳類建築,121.448072,25.05769
529,旺洲極品,地下4層，地上29層鋼筋混凝土構造辦公廳及住宿類建築,2009年版,鑽石級,5,2023年3月14日,0,標示,黃宏輝建築師事務所,新北市,林口區,新北市林口區力行段200地號等1筆辦公廳及住宿類建築,住宿類建築,121.37496,25.080328
530,冠德建設三重區大同南段集合住宅新建工程,地下4層，地上20層鋼骨鋼筋混凝土構造住宿類建築,2009年版,銀級,3,2023年3月4日,0,標示,周夢龍建築師事務所、簡志聰建築師事務所、柯智明建築師事務所,新北市,三重區,新北市三重區大同南段45地號等2筆住宿類建築,住宿類建築,121.496817,25.061597
531,新北市土城區學成公園(公兒三用地)附建地下停車場新建統包工程,地下3層，地上1層鋼筋混凝土構造其他類建築,2015年版EEWH-BC,銀級,3,2023年3月1日,0,標示,陳章安建築師事務所,新北市,土城區,新北市土城區學成段413地號等9筆其他類建築,其他類建築,121.450965,24.988152
532,恆美建設中和區德光段拾伍層集合住宅新建工程,地下4層，地上15層鋼筋混凝土構造住宿類建築,2015年版EEWH-RS,銀級,3,2023年3月1日,0,標示,呂建勳建築師事務所,新北市,中和區,新北市中和區德光段16地號等2筆住宿類建築,住宿類建築,121.471278,25.006298
534,新店直潭市民活動中心及兒童遊戲場新建工程(第一次變更),地下1層，地上2層鋼筋混凝土構造大型空間類建築,2009年版,合格級,1,2023年1月24日,0,標示,廖慧明建築師事務所,新北市,新店區,新北市新店區直潭段直潭小段392地號等1筆大型空間類建築,大型空間類建築,121.533918,24.938812
536,新北市立竹圍高級中學新建綜合大樓工程,地下1層，地上6層鋼筋混凝土構造學校類建築,2012年版EEWH-BC,合格級,1,2023年1月15日,0,標示,蔡忠孝建築師事務所,新北市,淡水區,新北市淡水區馬偕段14地號等5筆學校類建築,學校類建築,121.463176,25.145014
537,遠雄首品大樓新建工程,地下5層，地上15層鋼筋混凝土構造辦公廳類建築,2012年版EEWH-BC,銀級,3,2023年1月9日,0,標示,原大聯合建築師事務所,新北市,新莊區,新北市新莊區副都心段一小段307地號等1筆辦公廳類建築,辦公廳類建築,121.450674,25.058248
538,新北市政府警察局中和分局錦和派出所與財政部北區國稅局中和稽徵所新建工程共構案,地下2層，地上7層鋼筋混凝土構造辦公廳類建築,2012年版EEWH-BC,合格級,1,2023年1月7日,0,標示,梁貞誠建築師事務所,新北市,中和區,新北市中和區安邦段231-000地號等5筆辦公廳類建築,辦公廳類建築,121.495762,24.997843
539,永雄建設板橋忠孝段集合住宅新建工程,地下3層，地上20層鋼骨構造、鋼筋混凝土構造住宿類建築,2012年版EEWH-RS,黃金級,4,2022年12月20日,0,標示,施振華建築師事務所,新北市,板橋區,新北市板橋區忠孝段1287-0000地號等1筆,住宿類建築,121.459111,25.00214
540,汐止郵局新建工程,地下3層，地上4層鋼筋混凝土構造辦公廳類建築,2007年更新版,黃金級,4,2022年12月20日,0,標示,中華郵政股份有限公司資產營運處,新北市,汐止區,新北市汐止區保安段1168地號等4筆,辦公廳類建築,121.673539,25.075207
541,新北市政府消防局清水分隊新建工程,地下2層，地上6層鋼筋混凝土構造辦公廳類建築,2012年版EEWH-BC,合格級,1,2022年12月11日,0,標示,吳旗清建築師事務所,新北市,土城區,新北市土城區安和段945-1地號等1筆,辦公廳類建築,121.460162,24.988517
542,中和民富段集合住宅案,地下5層，地上27層鋼骨鋼筋混凝土構造住宿類建築,2012年版EEWH-RS,銀級,3,2022年12月10日,0,標示,劉學昇建築師事務所,新北市,中和區,新北市中和區民富段199地號等1筆,住宿類建築,121.47846,25.009914
543,都美建設新北市泰山區中山段A區住宅新建工程,地下2層，地上11層鋼筋混凝土構造住宿類建築,2012年版EEWH-RS,銀級,3,2022年11月23日,0,標示,三門聯合建築師事務所,新北市,泰山區,新北市泰山區中山段39地號等7筆,住宿類建築,121.423706,25.040404
544,都美建設泰山區中山段(B案)集合住宅新建工程,地下2層，地上9層鋼筋混凝土構造住宿類建築,2012年版EEWH-RS,銀級,3,2022年11月23日,0,標示,三門聯合建築師事務所,新北市,泰山區,新北市泰山區中山段53地號等1筆,住宿類建築,121.423297,25.040374
545,新店分隊新建工程,地下2層，地上8層鋼筋混凝土構造辦公廳類建築,2009年版,黃金級,4,2022年11月23日,0,標示,劉漢卿建築師事務所,新北市,新店區,新北市新店區行政段887地號等3筆,辦公廳類建築,121.542401,24.96902
546,水量調度幹管及光復抽水加壓站(第一階段)工程光復抽水加壓站機房建物及機電設備,地上4層鋼筋混凝土構造大型空間類建築,2012年版EEWH-BC,合格級,1,2022年11月22日,0,標示,施光文建築師事務所,新北市,板橋區,新北市板橋區埔墘段291-8地號等3筆,大型空間類建築,121.486044,25.017541
548,中和區廟美段集合住宅新建工程案,地下2層，地上14層鋼筋混凝土構造住宿類建築,2012年版EEWH-RS,銀級,3,2022年11月12日,0,標示,王志祥建築師事務所,新北市,中和區,新北市中和區廟美段812地號等1筆,住宿類建築,121.501147,25.001602
549,新北市三重區永安段1954等1筆地號住宅新建工程,地下3層，地上12層鋼筋混凝土構造住宿類建築,2009年版,銀級,3,2022年11月8日,0,標示,陳聖中建築師事務所,新北市,三重區,新北市三重區永安段1954地號等1筆,住宿類建築,121.48086,25.075223
550,南亞科技三A廠北棟新建工程,地下1層，地上10層鋼筋混凝土構造，鋼構造大型空間類建築,2012年版EEWH-GF,銀級,3,2022年11月5日,0,標示,宗邁建築師事務所,新北市,泰山區,新北市泰山區南林段92-3地號等11筆,大型空間類建築,121.413891,25.048693
551,臺億建經三重區大同南段1401地號等1筆土地青年住宅新建工程,地下3層，地上12層鋼筋混凝土構造住宿類建築,2012年版EEWH-RS,黃金級,4,2022年10月19日,0,標示,陳廷杰建築師事務所,新北市,三重區,新北市三重區大同南段1401地號等1筆(部分使用),住宿類建築,121.498554,25.05781
