"資料集id","資料集編號","資料集名稱","數位發展部服務分類","數位發展部資料集類型","主題分類","資料集描述","主要欄位說明","資料集提供機關(一級) ","資料集提供機關(二級) ","資料集提供機關","上架時間","更新頻率","計費方式","計費說明網址","資料集語系","資料授權","資料集提供機關聯絡人","資料集提供機關聯絡人電話","資料集提供機關聯絡人電子郵件","備註","資料最後更新時間","資料存取網址","檔案格式","編碼格式","資料量"
"81a913f1-dc8e-4caf-bf94-1abbdab3759b","00003744","臺北市信用合作社","公共資訊","原始資料","統計","臺北市信用合作社時間數列統計資料","統計期、分支機構數/分社[家]、分支機構數/儲蓄部[家]、社員數/個人[人]、社員數/法人[人]、社員數/社員代表[人]、職工人數/總計[人]、職工人數/理事[人]、職工人數/監事[人]、職工人數/職員[人]、職工人數/臨時人員[人]、職工人數/工友[人]、股數[股]、每股金額[元]、已繳股金[千元]","主計處","","主計處","2021-01-28T00:00:00","每1年","免費","","中文","公開","吳蔓麗","02-27287626","ta-e620021@gov.taipei","","2025-05-15T10:21:06","https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=5800&kind=21&type=0&funid=a05017901&cycle=4&outmode=12&compmode=0&outkind=1&deflst=2&nzo=1","CSV","UTF-8","56"
"1ddeff62-8872-441c-aaf2-10fd0515ddb1","00002402","臺北市主要觀光遊憩區遊客人次","休閒旅遊","原始資料","統計","臺北市主要觀光遊憩區遊客人次時間數列統計資料","統計期、國立故宮博物院遊客人次、市立美術館遊客人次、國民革命忠烈祠遊客人次、國立歷史博物館遊客人次、國立臺灣科學教育館遊客人次、國立臺灣藝術教育館遊客人次、市立動物園遊客人次、市立兒童新樂園遊客人次、市立天文科學教育館遊客人次、兒童交通博物館遊客人次、客家文化主題公園遊客人次、小巨蛋遊客人次、青年局場館遊客人次、國立國父紀念館遊客人次、士林官邸公園遊客人次、林安泰古厝民俗文物館遊客人次、順益臺灣原住民博物館遊客人次、陽明公園[陽明山]遊客人次、二二八紀念館遊客人次、國立中正紀念堂遊客人次、臺北自來水園區遊客人次、龍山寺遊客人次、關渡自然公園遊客人次、台北當代藝術館遊客人次、北投溫泉博物館遊客人次、林語堂故居遊客人次、圓山別莊遊客人次、台北探索館遊客人次、凱達格蘭文化館遊客人次、台北101遊客人次、美麗華百樂園摩天輪遊客人次、臺北市孔廟遊客人次、梅庭遊客人次、大龍峒保安宮遊客人次、台北霞海城隍廟遊客人次、臺北流行音樂中心遊客人次、臺北表演藝術中心遊客人次、西門紅樓遊客人次、草山行館遊客人次、寶藏巖遊客人次、芝山文化生態綠園遊客人次、西門町商圈遊客人次、松山文創園區遊客人次、華山1914文化創意產業園區遊客人次、台北植物園遊客人次","主計處","","主計處","2021-02-25T00:00:00","每1年","免費","","中文","公開","吳蔓麗","02-27287626","ta-e620021@gov.taipei","","2025-05-15T10:21:03","https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=5700&kind=21&type=0&funid=a05011001&cycle=4&outmode=12&compmode=0&outkind=3&deflst=2&nzo=1","CSV","UTF-8","38"
"6ac52059-2241-4391-b649-5a2ec9523c33","00003669","臺北市查緝經濟犯罪績效統計表","生活安全及品質","原始資料","治安","臺北市109年迄今查緝經濟犯罪績效統計表","年度、單位、違反金融件數、違反金融人數、囤積哄抬民生物資件數、囤積哄抬民生物資人數、違反石油管理法件數、違反石油管理法人數、走私件數、走私人數、產製或販賣私劣酒件數、產製或販賣私劣酒人數、盜採砂或土石件數、盜採砂或土石人數、濫或盜伐林木件數、濫或盜伐林木人數、濫墾林地或山坡地件數、濫墾林地或山坡地人數、非法食品件數、非法食品人數、非法藥物件數、非法藥物人數、其他經濟案件件數、其他經濟案件人數、違反洗錢防制法件數、違反洗錢防制法人數","警察局","刑警大隊","警察局刑警大隊","2021-01-07T00:00:00","不定期更新","免費","","中文","公開","陳勇行","02-23700693","owenchen@tcpd.gov.tw","","2025-05-14T17:18:57","/api/dataset/6ac52059-2241-4391-b649-5a2ec9523c33/resource/e82d8ae4-85a9-4a07-92fe-ef877f0930dd/download","CSV","Big5",""
"5143ade7-0d98-4653-b7e2-d70aec0baa39","00002584","臺北市環境音量監測不合格情形(99年以後)","公共資訊","原始資料","統計","臺北市環境音量監測不合格情形(99年以後)時間數列統計資料
","統計期、一般地區監測站數[站數]、一般地區監測時段數[時段數]、一般地區不合格時段數按時段別/總計[時段數]、一般地區不合格時段數按時段別/日間[時段數]、一般地區不合格時段數按時段別/晚間[時段數]、一般地區不合格時段數按時段別/夜間[時段數]、一般地區不合格時段百分比按時段別/總計[%]、一般地區不合格時段百分比按時段別/日間[%]、一般地區不合格時段百分比按時段別/晚間[%]、一般地區不合格時段百分比按時段別/夜間[%]、一般地區不合格時段數按管制區別/總計[時段數]、一般地區不合格時段數按管制區別/第一類管制區[時段數]、一般地區不合格時段數按管制區別/第二類管制區[時段數]、一般地區不合格時段數按管制區別/第三類管制區[時段數]、一般地區不合格時段數按管制區別/第四類管制區[時段數]、一般地區不合格時段百分比按管制區別/總計[%]、一般地區不合格時段百分比按管制區別/第一類管制區[%]、一般地區不合格時段百分比按管制區別/第二類管制區[%]、一般地區不合格時段百分比按管制區別/第三類管制區[%]、一般地區不合格時段百分比按管制區別/第四類管制區[%]、道路交通監測站數[站數]、道路交通監測時段數[時段數]、道路交通不合格時段數按時段別/總計[時段數]、道路交通不合格時段數按時段別/日間[時段數]、道路交通不合格時段數按時段別/晚間[時段數]、道路交通不合格時段數按時段別/夜間[時段數]、道路交通不合格時段百分比按時段別/總計[%]、道路交通不合格時段百分比按時段別/日間[%]、道路交通不合格時段百分比按時段別/晚間[%]、道路交通不合格時段百分比按時段別/夜間[%]、道路交通不合格時段數按管制區別/總計[時段數]、道路交通不合格時段數按管制區別/第一類管制區[時段數]、道路交通不合格時段數按管制區別/第二類管制區[時段數]、道路交通不合格時段數按管制區別/第三類管制區[時段數]、道路交通不合格時段數按管制區別/第四類管制區[時段數]、道路交通不合格時段百分比按管制區別/總計[%]、道路交通不合格時段百分比按管制區別/第一類管制區[%]、道路交通不合格時段百分比按管制區別/第二類管制區[%]、道路交通不合格時段百分比按管制區別/第三類管制區[%]、道路交通不合格時段百分比按管制區別/第四類管制區[%]","主計處","","主計處","2021-01-31T00:00:00","每1年","免費","","中文","公開","吳蔓麗","02-27287626","ta-e620021@gov.taipei","","2025-05-14T09:16:49","https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=9900&kind=21&type=0&funid=a05033602&cycle=4&outmode=12&compmode=0&outkind=1&deflst=2&nzo=1","CSV","UTF-8","15"
"3a3e8049-5460-4c48-9772-b9e7c10c198b","00002265","臺北市環境音量監測不合格情形(88至98年)","公共資訊","原始資料","統計","臺北市環境音量監測不合格情形(88至98年)時間數列統計資料
","統計期、一般地區監測站數[站數]、一般地區監測時段數[時段數]、一般地區不合格時段數按時段別/總計[時段數]、一般地區不合格時段數按時段別/早[5~7時][時段數]、一般地區不合格時段數按時段別/日[7~20時][時段數]、一般地區不合格時段數按時段別/晚[20~22時][時段數]、一般地區不合格時段數按時段別/夜[22~5時][時段數]、一般地區不合格時段百分比按時段別/總計[%]、一般地區不合格時段百分比按時段別/早[5~7時][%]、一般地區不合格時段百分比按時段別/日[7~20時][%]、一般地區不合格時段百分比按時段別/晚[20~22時][%]、一般地區不合格時段百分比按時段別/夜[22~5時][%]、一般地區不合格時段數按管制區別/總計[時段數]、一般地區不合格時段數按管制區別/第一類管制區[時段數]、一般地區不合格時段數按管制區別/第二類管制區[時段數]、一般地區不合格時段數按管制區別/第三類管制區[時段數]、一般地區不合格時段數按管制區別/第四類管制區[時段數]、一般地區不合格時段百分比按管制區別/總計[%]、一般地區不合格時段百分比按管制區別/第一類管制區[%]、一般地區不合格時段百分比按管制區別/第二類管制區[%]、一般地區不合格時段百分比按管制區別/第三類管制區[%]、一般地區不合格時段百分比按管制區別/第四類管制區[%]、道路交通監測站數[站數]、道路交通監測時段數[時段數]、道路交通不合格時段數按時段別/總計[時段數]、道路交通不合格時段數按時段別/早[5~7時][時段數]、道路交通不合格時段數按時段別/日[7~20時][時段數]、道路交通不合格時段數按時段別/晚[20~22時][時段數]、道路交通不合格時段數按時段別/夜[22~5時][時段數]、道路交通不合格時段百分比按時段別/總計[%]、道路交通不合格時段百分比按時段別/早[5~7時][%]、道路交通不合格時段百分比按時段別/日[7~20時][%]、道路交通不合格時段百分比按時段別/晚[20~22時][%]、道路交通不合格時段百分比按時段別/夜[22~5時][%]、道路交通不合格時段數按管制區別/總計[時段數]、道路交通不合格時段數按管制區別/第一類管制區[時段數]、道路交通不合格時段數按管制區別/第二類管制區[時段數]、道路交通不合格時段數按管制區別/第三類管制區[時段數]、道路交通不合格時段數按管制區別/第四類管制區[時段數]、道路交通不合格時段百分比按管制區別/總計[%]、道路交通不合格時段百分比按管制區別/第一類管制區[%]、道路交通不合格時段百分比按管制區別/第二類管制區[%]、道路交通不合格時段百分比按管制區別/第三類管制區[%]、道路交通不合格時段百分比按管制區別/第四類管制區[%]","主計處","","主計處","2020-10-13T00:00:00","每1年","免費","","中文","公開","吳蔓麗","02-27287626","ta-e620021@gov.taipei","","2025-05-14T09:16:48","https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=8800&ymt=9800&kind=21&type=0&funid=a05033601&cycle=4&outmode=12&compmode=0&outkind=1&deflst=2&nzo=1","CSV","UTF-8","12"
"c1898379-53b9-4e04-80b6-50506a342311","00002263","臺北市空氣污染物測定","生活安全及品質","原始資料","統計","臺北市空氣污染物測定時間數列統計資料
","統計期、監測站數[年底資料]、落塵量[公噸/平方公里]、總懸浮微粒[μg/m3]、總懸浮微粒/鉛[μg/m3]、懸浮微粒[μg/m3]、細懸浮微粒/臺北市政府環境保護局測站[μg/m3]、細懸浮微粒/環境部測站[μg/m3]、二氧化硫[ppm]、硫氧化物[mg/100cm2]、一氧化碳[ppm]、二氧化氮[ppm]、非甲烷碳氫化合物[ppm]、臭氧[ppm]、溫室氣體排放量[萬公噸]、空氣品質指標[AQI]>100日數/一般測站[日]、空氣品質指標總日數/一般測站[日]、空氣品質指標[AQI]>100日數/交通測站[日]、空氣品質指標總日數/交通測站[日]","主計處","","主計處","2020-10-13T00:00:00","每1年","免費","","中文","公開","吳蔓麗","02-27287626","ta-e620021@gov.taipei","","2025-05-14T09:16:45","https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=6300&kind=21&type=0&funid=a05033401&cycle=4&outmode=12&compmode=0&outkind=1&deflst=2&nzo=1","CSV","UTF-8","51"
"fe306ce9-a309-45c9-a360-b52cb404fd1c","00002389","臺北市職業團體團體數","公共資訊","原始資料","統計","臺北市職業團體團體數時間數列統計資料","統計期、總計團體數、農民團體數/合計、農民團體數/市農會、農民團體數/區農會、工人團體數/合計、工人團體數/總工會、工人團體數/產業工會/產業工會聯合會、工人團體數/產業工會/產業工會、工人團體數/產業工會/交通事業工會、工人團體數/產業工會/公用事業工會、工人團體數/職業工會、工商團體數/合計、工商團體數/商業會、工商團體數/商業同業公會、工商團體數/工業同業公會/工業會、工商團體數/工業同業公會/市工業同業公會、自由職業團體數/合計、自由職業團體數/教育[師]會、自由職業團體數/醫師公會、自由職業團體數/其他","主計處","","主計處","2021-02-27T00:00:00","每1年","免費","","中文","公開","吳蔓麗","02-27287626","ta-e620021@gov.taipei","","2025-05-14T09:16:40","https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=5700&kind=21&type=0&funid=a05025001&cycle=4&outmode=12&compmode=0&outkind=1&deflst=2&nzo=1","CSV","UTF-8","57"
"3307b322-575c-4908-807c-6b9357e5e004","00002388","臺北市人民團體概況","公共資訊","原始資料","統計","臺北市人民團體概況時間數列統計資料","統計期、團體數/總計[個]、團體數/職業團體[個]、團體數/社會團體[個]、會員數/總計/個人會員[人]、會員數/總計/團體會員[個]、會員數/職業團體/個人會員[人]、會員數/職業團體/團體會員[個]、會員數/社會團體/個人會員[人]、會員數/社會團體/團體會員[個]
","主計處","","主計處","2021-02-27T00:00:00","每1年","免費","","中文","公開","吳蔓麗","02-27287626","ta-e620021@gov.taipei","","2025-05-14T09:16:39","https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=5700&kind=21&type=0&funid=a05024901&cycle=4&outmode=12&compmode=0&outkind=1&deflst=2&nzo=1","CSV","UTF-8","57"
"35cee05c-83e0-4d9f-8e0d-5f269176e13a","00029300","臺北市政府債負概況","公共資訊","原始資料","統計","臺北市政府債負概況時間數列統計資料
","統計期、債務還本[元]、債務付息[元]、本息支出[元]、自有財源[元]、還本付息數占自有財源比率[％]
","主計處","","主計處","2022-05-05T00:00:00","每1年","免費","","中文","公開","吳蔓麗","02-27287626","ta-e620021@gov.taipei","","2025-05-13T15:33:55","https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=10500&kind=21&type=0&funid=a05016702&cycle=4&outmode=12&compmode=0&outkind=1&deflst=2&nzo=1","CSV","UTF-8","9"
"a436aaba-8ada-4e77-a506-18af3f76da8a","00003810","臺北市實施平均地權規定地價面積","公共資訊","原始資料","統計","臺北市實施平均地權規定地價面積時間數列統計資料","統計期、土地面積[公頃]、實施平均地權面積[公頃]、重新規定地價面積[公頃]、實施平均地權面積占總面積比率[%]
","主計處","","主計處","2022-03-07T00:00:00","每1年","免費","","中文","公開","吳蔓麗","02-27287626","ta-e620021@gov.taipei","","2025-05-12T17:48:13","https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=4500&kind=21&type=0&funid=a05000701&cycle=4&outmode=12&compmode=0&outkind=1&deflst=2&nzo=1","CSV","UTF-8","60"
"9c615049-abee-4c24-b15b-c3589578c9f8","00003846","臺北市家畜家禽頭數","公共資訊","原始資料","統計","臺北市家畜家禽頭數時間數列統計資料","統計期、家畜數量/牛[頭]、家畜數量/乳牛[頭]、家畜數量/馬[頭]、家畜數量/豬[頭]、家畜數量/羊[頭]、家畜數量/鹿[頭]、家畜數量/兔[頭]、家禽數量/雞[隻]、家禽數量/鴨[隻]、家禽數量/鵝[隻]、家禽數量/火雞[隻]","主計處","","主計處","2021-03-09T00:00:00","每1年","免費","","中文","公開","吳蔓麗","02-27287626","ta-e620021@gov.taipei","","2025-05-10T17:18:22","https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=5700&kind=21&type=0&funid=a05014801&cycle=4&outmode=12&compmode=0&outkind=1&deflst=2&nzo=1","CSV","UTF-8","57"
"78ed6269-1517-46c9-aa5c-291ccc4c9ef3","00002228","臺北市國民中小學學生健康情形","公共資訊","原始資料","統計","臺北市國民中小學學生健康情形時間數列統計資料
","統計期、一年級學生平均身高數值[公分]、一年級學生平均體重數值[公斤]、一年級學生齲齒率[%]、七年級學生平均身高數值[公分]、七年級學生平均體重數值[公斤]
","主計處","","主計處","2020-10-13T00:00:00","每1年","免費","","中文","公開","吳蔓麗","02-27287626","ta-e620021@gov.taipei","","2025-05-09T15:56:54","https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=8700&kind=21&type=0&funid=a05009701&cycle=4&outmode=12&compmode=0&outkind=1&deflst=2&nzo=1","CSV","UTF-8","26"
"72b73ea2-e193-4713-94cd-f4feacf9663e","00002371","臺北市依性別平等教育法處理概況","公共資訊","原始資料","統計","臺北市依性別平等教育法處理概況時間數列統計資料","統計期、性侵害案件通報件數[件]、性侵害案件調查屬實件數[件]、性侵害案件行為人數/總計[人]、性侵害案件行為人數/男性[人]、性侵害案件行為人數/女性[人]、性侵害案件被害人數/總計[人]、性侵害案件被害人數/男性[人]、性侵害案件被害人數/女性[人]、性騷擾案件通報件數[件]、性騷擾案件調查屬實件數[件]、性騷擾案件行為人數/總計[人]、性騷擾案件行為人數/男性[人]、性騷擾案件行為人數/女性[人]、性騷擾案件被害人數/總計[人]、性騷擾案件被害人數/男性[人]、性騷擾案件被害人數/女性[人]","主計處","","主計處","2021-03-24T00:00:00","每1年","免費","","中文","公開","吳蔓麗","02-27287626","ta-e620021@gov.taipei","","2025-05-09T15:56:52","https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=10400&kind=21&type=0&funid=a05039901&cycle=4&outmode=12&compmode=0&outkind=1&deflst=2&nzo=1","CSV","UTF-8","9"
"ebc2a154-6fee-4ff7-a6e7-2bd7a1c813cd","00002508","臺北市就業人口之行業(91至95年)","求職及就業","原始資料","統計","臺北市就業人口之行業(91至95年)時間數列統計資料","統計期、性別、行業別、實數[千人]、百分比[%]","主計處","","主計處","2020-10-23T00:00:00","不定期更新","免費","","中文","公開","吳蔓麗","02-27287626","ta-e620021@gov.taipei","","2025-05-09T11:24:17","https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=9100&ymt=9500&kind=21&type=0&funid=a05004902&cycle=4&outmode=12&compmode=0&outkind=3&deflst=2&nzo=1","CSV","UTF-8","285"
"a32646e3-5b14-45eb-86f8-8fe133e8b393","00002507","臺北市就業人口之行業(90年以前)","求職及就業","原始資料","統計","臺北市就業人口之行業(90年以前)時間數列統計資料","統計期、性別、行業別、實數[千人]、百分比[%]","主計處","","主計處","2020-10-23T00:00:00","不定期更新","免費","","中文","公開","吳蔓麗","02-27287626","ta-e620021@gov.taipei","","2025-05-09T11:24:16","https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=5800&ymt=9000&kind=21&type=0&funid=a05004901&cycle=4&outmode=12&compmode=0&outkind=3&deflst=2&nzo=1","CSV","UTF-8","1287"
"e5282242-8053-42a8-83fd-9a2c4caed154","00029309","臺北市長期照顧十年計畫服務個案人數","老年安養","原始資料","統計","臺北市長期照顧十年計畫服務個案人數時間數列統計資料","統計期、長照需要等級、性別、居家服務[人]、日間照顧[人]、家庭托顧[人]、營養餐飲服務[人]、交通接送服務[人]","主計處","","主計處","2022-05-05T00:00:00","每1年","免費","","中文","公開","吳蔓麗","02-27287626","ta-e620021@gov.taipei","","2025-05-08T14:14:44","https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=11100&kind=21&type=0&funid=a05043202&cycle=4&outmode=12&compmode=0&outkind=3&deflst=2&nzo=1,https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=9800&ymt=11000&kind=21&type=0&funid=a05043201&cycle=4&outmode=12&compmode=0&outkind=3&deflst=2&nzo=1","CSV,CSV","UTF-8,UTF-8","72,156"
"86fe1f8a-de30-4418-8cc3-fd440e27bc3c","00002510","臺北市就業人口之職業(81年以前)","求職及就業","原始資料","統計","臺北市就業人口之職業(81年以前)時間數列統計資料","統計期、性別、總計/實數[千人]、專門性技術性及有關人員/實數[千人]、行政及主管人員/實數[千人]、監督及佐理人員/實數[千人]、買賣工作人員/實數[千人]、服務工作人員/實數[千人]、農林漁牧狩獵工作人員/實數[千人]、生產及有關工人運輸設備操作工及體力工人/實數[千人]、總計/百分比[%]、專門性技術性及有關人員/百分比[%]、行政及主管人員/百分比[%]、監督及佐理人員/百分比[%]、買賣工作人員/百分比[%]、服務工作人員/百分比[%]、農林漁牧狩獵工作人員/百分比[%]、生產及有關工人運輸設備操作工及體力工人/百分比[%]","主計處","","主計處","2020-10-23T00:00:00","不定期更新","免費","","中文","公開","吳蔓麗","02-27287626","ta-e620021@gov.taipei","","2025-05-08T10:25:52","https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=5800&ymt=8100&kind=21&type=0&funid=a05005001&cycle=4&outmode=12&compmode=0&outkind=3&deflst=2&nzo=1","CSV","UTF-8","72"
"0f5d52c9-93fc-477c-8560-85ae98596855","00002511","臺北市就業人口之職業(82年至99年)","求職及就業","原始資料","統計","臺北市就業人口之職業(82年至99年)時間數列統計資料","統計期、性別、總計/實數[千人]、民意代表企業主管及經理人員/實數[千人]、專業人員/實數[千人]、技術員及助理專業人員/實數[千人]、事務工作人員/實數[千人]、服務工作人員及售貨員/實數[千人]、農林漁牧工作人員/實數[千人]、生產有關工人機械設備操作工及體力工/實數[千人]、總計/百分比[%]、民意代表企業主管及經理人員/百分比[%]、專業人員/百分比[%]、技術員及助理專業人員/百分比[%]、事務工作人員/百分比[%]、服務工作人員及售貨員/百分比[%]、農林漁牧工作人員/百分比[%]、生產有關工人機械設備操作工及體力工/百分比[%]","主計處","","主計處","2020-10-23T00:00:00","不定期更新","免費","","中文","公開","吳蔓麗","02-27287626","ta-e620021@gov.taipei","","2025-05-08T10:25:51","https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=8200&ymt=9900&kind=21&type=0&funid=a05005002&cycle=4&outmode=12&compmode=0&outkind=3&deflst=2&nzo=1","CSV","UTF-8","54"
"273b8c1d-d076-4312-be4a-c9df3bfe843f","00002704","臺北市核發營造建築物建造執照按用途別(57年至94年)","公共資訊","原始資料","統計","臺北市核發營造建築物建造執照按用途別(57年至94年)時間數列統計資料
","統計期、總計/件數[件]、總計/棟數[棟]、總計/總面積[平方公尺]、總計/造價[千元]、集合住宅及住宅/件數[件]、集合住宅及住宅/棟數[棟]、集合住宅及住宅/總面積[平方公尺]、集合住宅及住宅/造價[千元]、店鋪住宅/件數[件]、店鋪住宅/棟數[棟]、店鋪住宅/總面積[平方公尺]、店鋪住宅/造價[千元]、商場或市場/件數[件]、商場或市場/棟數[棟]、商場或市場/總面積[平方公尺]、商場或市場/造價[千元]、辦公室/件數[件]、辦公室/棟數[棟]、辦公室/總面積[平方公尺]、辦公室/造價[千元]、工廠或工廠宿舍/件數[件]、工廠或工廠宿舍/棟數[棟]、工廠或工廠宿舍/總面積[平方公尺]、工廠或工廠宿舍/造價[千元]、學校或教室/件數[件]、學校或教室/棟數[棟]、學校或教室/總面積[平方公尺]、學校或教室/造價[千元]、醫院或診所/件數[件]、醫院或診所/棟數[棟]、醫院或診所/總面積[平方公尺]、醫院或診所/造價[千元]、娛樂性建築/件數[件]、娛樂性建築/棟數[棟]、娛樂性建築/總面積[平方公尺]、娛樂性建築/造價[千元]、旅館或餐廳/件數[件]、旅館或餐廳/棟數[棟]、旅館或餐廳/總面積[平方公尺]、旅館或餐廳/造價[千元]、倉庫/件數[件]、倉庫/棟數[棟]、倉庫/總面積[平方公尺]、倉庫/造價[千元]、公共建築/件數[件]、公共建築/棟數[棟]、公共建築/總面積[平方公尺]、公共建築/造價[千元]、文教設施建築/件數[件]、文教設施建築/棟數[棟]、文教設施建築/總面積[平方公尺]、文教設施建築/造價[千元]、其他建築/件數[件]、其他建築/棟數[棟]、其他建築/總面積[平方公尺]、其他建築/造價[千元]
","主計處","","主計處","2020-11-03T00:00:00","不定期更新","免費","","中文","公開","吳蔓麗","02-27287626","ta-e620021@gov.taipei","","2025-05-08T10:25:50","https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=5700&ymt=9400&kind=21&type=0&funid=a05018701&cycle=4&outmode=12&compmode=0&outkind=1&deflst=2&nzo=1","CSV","UTF-8","38"
"c50997d5-ed5d-4e8f-b5d5-78859092fc92","00002707","臺北市核發營造建築物建造執照按構造別(57年至94年)","公共資訊","原始資料","統計","臺北市核發營造建築物建造執照按構造別(57年至94年)時間數列統計資料
","統計期、總計/件數[件]、總計/棟數[棟]、總計/總面積[平方公尺]、總計/造價[千元]、鋼骨鋼筋混凝土造/件數[件]、鋼骨鋼筋混凝土造/棟數[棟]、鋼骨鋼筋混凝土造/總面積[平方公尺]、鋼骨鋼筋混凝土造/造價[千元]、鋼筋混凝土造/件數[件]、鋼筋混凝土造/棟數[棟]、鋼筋混凝土造/總面積[平方公尺]、鋼筋混凝土造/造價[千元]、鋼鐵或其他金屬構造/件數[件]、鋼鐵或其他金屬構造/棟數[棟]、鋼鐵或其他金屬構造/總面積[平方公尺]、鋼鐵或其他金屬構造/造價[千元]、加強磚造/件數[件]、加強磚造/棟數[棟]、加強磚造/總面積[平方公尺]、加強磚造/造價[千元]、其他/件數[件]、其他/棟數[棟]、其他/總面積[平方公尺]、其他/造價[千元]","主計處","","主計處","2020-11-03T00:00:00","不定期更新","免費","","中文","公開","吳蔓麗","02-27287626","ta-e620021@gov.taipei","","2025-05-08T10:25:48","https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=5700&ymt=9400&kind=21&type=0&funid=a05018801&cycle=4&outmode=12&compmode=0&outkind=1&deflst=2&nzo=1","CSV","UTF-8","38"
"36f804c0-d85c-4040-a67a-7e2d3633412d","00002710","臺北市核發營造建築物使用執照按構造別(57年至94年)","公共資訊","原始資料","統計","臺北市核發營造建築物使用執照按構造別(57年至94年)時間數列統計資料
","年別、構造別、件數[件]、棟數[棟]、總面積[平方公尺]","主計處","","主計處","2020-11-03T00:00:00","不定期更新","免費","","中文","公開","吳蔓麗","02-27287626","ta-e620021@gov.taipei","","2025-05-08T10:25:47","https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=5700&ymt=9400&kind=21&type=0&funid=a05019001&cycle=4&outmode=12&compmode=0&outkind=1&deflst=2&nzo=1","CSV","UTF-8","38"
"58863a36-51ca-43f8-ac61-67ac1e9d5bbb","00002731","臺北市都市計畫區域內違反建築法令處理情形(58年至82年)","公共資訊","原始資料","統計","臺北市都市計畫區域內違反建築法令處理情形(58年至82年)時間數列統計資料
","年別、違反建築法令件數/總計、違反建築法令件數/公共建築/合計、違反建築法令件數/公共建築/執照逾期、違反建築法令件數/公共建築/先行動工、違反建築法令件數/公共建築/未報查驗、違反建築法令件數/公共建築/拆除、違反建築法令件數/公共建築/先行使用、違反建築法令件數/公共建築/違規使用、違反建築法令件數/公共建築/違章補照、違反建築法令件數/公共建築/逾期報開工、違反建築法令件數/公共建築/其他、違反建築法令件數/私有建築/合計、違反建築法令件數/私有建築/執照逾期、違反建築法令件數/私有建築/先行動工、違反建築法令件數/私有建築/未報查驗、違反建築法令件數/私有建築/拆除、違反建築法令件數/私有建築/先行使用、違反建築法令件數/私有建築/違規使用、違反建築法令件數/私有建築/違章補照、違反建築法令件數/私有建築/逾期報開工、違反建築法令件數/私有建築/其他
","主計處","","主計處","2020-11-04T00:00:00","不定期更新","免費","","中文","公開","吳蔓麗","02-27287626","ta-e620021@gov.taipei","","2025-05-08T10:25:46","https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=5800&ymt=8200&kind=21&type=0&funid=a05019601&cycle=4&outmode=12&compmode=0&outkind=1&deflst=2&nzo=1","CSV","UTF-8","25"
"75301abf-0b71-44eb-a3f8-19519be4641c","00002217","臺北市國小畢業生與國中七年級學生之比較情形","求學及進修","原始資料","統計","臺北市國小畢業生與國中七年級學生之比較情形時間數列統計資料
","統計期、性別、國小畢業生人數[人]、國中七年級學生人數[人]、國中七年級對上學年國小畢業生百分比[%]","主計處","","主計處","2022-03-08T00:00:00","每1年","免費","","中文","公開","吳蔓麗","02-27287626","ta-e620021@gov.taipei","","2025-05-08T10:25:45","https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=5700&kind=21&type=0&funid=a05009401&cycle=4&outmode=12&compmode=0&outkind=3&deflst=2&nzo=1","CSV","UTF-8","171"
"97a50181-34f6-4ea8-b77e-05949a27ec1c","00002513","臺北市就業人口之從業身分","求職及就業","原始資料","統計","臺北市就業人口之從業身分時間數列統計資料","統計期、性別、從業身分別、實數[千人]、百分比[%]","主計處","","主計處","2021-06-08T00:00:00","每1年","免費","","中文","公開","吳蔓麗","02-27287626","ta-e620021@gov.taipei","","2025-05-07T08:51:41","https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=5800&kind=21&type=0&funid=a05005101&cycle=4&outmode=12&compmode=0&outkind=3&deflst=2&nzo=1","CSV","UTF-8","1176"
